id;scope;category;specifikation1;specifikation2;specifikation3;add_name1;comment;in;out;source;factor;monthly_values;jan;feb;mar;apr;may;jun;jul;aug;sep;oct;nov;dec;parent;project
28204306-a67f-4062-b0f0-bfb4b975fd6c;3;Anfahrt Mitarbeiter;Benzin;;;;;l;kg;Gemis 5.1;2.879;0;0;0;0;0;0;0;0;0;0;0;0;0;;
d3370bb1-2a2b-4672-b418-c622e2de5712;3;Anfahrt Mitarbeiter;Benzin;PKW;groß;;;km;kg;Gemis 5.1;0.259;0;0;0;0;0;0;0;0;0;0;0;0;0;;
a5857c1c-82ff-4fe8-b0e2-7e33f0731f89;3;Anfahrt Mitarbeiter;Benzin;PKW;mittel;;;km;kg;Gemis 5.1;0.207;0;0;0;0;0;0;0;0;0;0;0;0;0;;
5608e43c-f484-4188-8e78-416187b6a96a;3;Anfahrt Mitarbeiter;Benzin;PKW;klein;;;km;kg;Gemis 5.1;0.176;0;0;0;0;0;0;0;0;0;0;0;0;0;;
afa8c64b-2362-4db3-8223-95e798dd5ce0;1;Flottenverbrauch;Benzin;Rohbenzin;;;;kWh;kg;EEW 2023;0.264;0;0;0;0;0;0;0;0;0;0;0;0;0;;
7ef39b6c-1322-4bca-b7a9-90b3ea2f2ff9;3;Chemische Grundstoffe und Produkte;Benzol;;;;;kg;kg;Gemis 5.1;1.925;0;0;0;0;0;0;0;0;0;0;0;0;0;;
1f67bce6-8506-42f1-a360-6a8f4b711c5e;3;Chemische Grundstoffe und Produkte;Benzol;;; C6H6;;kg;kg;EEW 2023;1.95;0;0;0;0;0;0;0;0;0;0;0;0;0;;
069cb7fa-0ed3-457d-b563-bf489d921000;3;Chemische Grundstoffe und Produkte;Benzol;;;;;kg;kg;Gemis 5.1;2.087;0;0;0;0;0;0;0;0;0;0;0;0;0;;
9e38daf0-0d6a-4754-a923-1ee1343ff9ca;3;Chemische Grundstoffe und Produkte;Benzolamin;;; C6H7N;;kg;kg;EEW 2023;3.35;0;0;0;0;0;0;0;0;0;0;0;0;0;;
fe879126-a9bf-4531-868d-157907da9f86;3;Mineralien und Baustoffe;Bergmehl;;;;;kg;kg;EEW 2023;0.44;0;0;0;0;0;0;0;0;0;0;0;0;0;;
5820c962-c9ce-4bec-9d33-b25a11be4aee;3;Mineralien und Baustoffe;Beton;;;;;kg;kg;Gemis 5.1;0.164;0;0;0;0;0;0;0;0;0;0;0;0;0;;
588bc275-9f72-4252-9620-6208badb29fb;3;Mineralien und Baustoffe;Beton;;;;;kg;kg;EEW 2023;0.061;0;0;0;0;0;0;0;0;0;0;0;0;0;;
0718e6fe-9500-4d4a-935c-26ad46e13fbb;3;Chemische Grundstoffe und Produkte;Bezolol;;;C6H6O;;kg;kg;EEW 2023;2.95;0;0;0;0;0;0;0;0;0;0;0;0;0;;
76188c4d-9f01-4d23-b393-9a388d7831f6;3;Mineralien und Baustoffe;Bims;;;;;kg;kg;Gemis 5.1;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;;
0290c64a-1fd3-4513-9c32-30d5a23d0680;3;Mineralien und Baustoffe;Bims;;;;;kg;kg;EEW 2023;0.008;0;0;0;0;0;0;0;0;0;0;0;0;0;;
e6607081-1cf7-4d98-8e11-f83d4a648eb3;3;Mineralien und Baustoffe;Bimssand;;;;;kg;kg;ÖKOBAUDAT;0.009;0;0;0;0;0;0;0;0;0;0;0;0;0;;
4be2edd7-d8c8-439d-af65-adc272453d27;3;Mineralien und Baustoffe;Bimsstein;;;;;kg;kg;EEW 2023;0.008;0;0;0;0;0;0;0;0;0;0;0;0;0;;
b7253b71-389c-4bec-a4c4-79840a47ec2a;1;Flottenverbrauch;Biodiesel;;;;;kWh;kg;EEW 2023;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;;
78a9ddec-881a-42c3-ad3d-0b8c8d542f32;1;Direkter Brennstoffeinsatz;Biodiesel​;Biodiesel​;;;;kWh;kg;EEW 2023;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;;
4000247f-96d9-4d8c-8143-f4e65aa01c7d;1;Direkter Brennstoffeinsatz;Bioethanol​;;;;;kWh;kg;EEW 2023;0.043;0;0;0;0;0;0;0;0;0;0;0;0;0;;
